entity_a,entity_b,weight,level
annually,Saudi,2.0,sentence
annually,2030,6.0,sentence
annually,50 billion,2.0,sentence
annually,278 million tonnes,2.0,sentence
Middle East Green Initiative,Saudi,2.0,sentence
Middle East Green Initiative,2030,2.0,sentence
Middle East Green Initiative,50 billion,2.0,sentence
Middle East Green Initiative,278 million tonnes,2.0,sentence
Saudi,2030,2.0,sentence
Saudi,50 billion,2.0,sentence
Saudi,278 million tonnes,2.0,sentence
2030,50 billion,2.0,sentence
2030,278 million tonnes,2.0,sentence
50 billion,278 million tonnes,2.0,sentence
80%,0.5 degrees,1.0,document
80%,2100,2.0,document
80%,2047,1.0,document
80%,The Kigali Amendment,1.0,document
80%,thousands,1.0,document
80%,the Kigali Amendment,1.0,document
80%,UNEP,1.0,document
80%,the Montreal Protocol,1.0,document
80%,January 2019,1.0,document
0.5 degrees,2100,1.0,document
0.5 degrees,2047,1.0,document
0.5 degrees,The Kigali Amendment,1.0,document
0.5 degrees,thousands,1.0,document
0.5 degrees,the Kigali Amendment,1.0,document
0.5 degrees,UNEP,1.0,document
0.5 degrees,the Montreal Protocol,1.0,document
0.5 degrees,January 2019,1.0,document
2100,2047,1.0,document
2100,The Kigali Amendment,1.0,document
2100,thousands,1.0,document
2100,the Kigali Amendment,1.0,document
2100,UNEP,2.0,document
2100,the Montreal Protocol,1.0,document
2100,January 2019,1.0,document
2047,The Kigali Amendment,1.0,document
2047,thousands,1.0,document
2047,the Kigali Amendment,1.0,document
2047,UNEP,1.0,document
2047,the Montreal Protocol,1.0,document
2047,January 2019,1.0,document
The Kigali Amendment,thousands,1.0,document
The Kigali Amendment,the Kigali Amendment,1.0,document
The Kigali Amendment,UNEP,1.0,document
The Kigali Amendment,the Montreal Protocol,1.0,document
The Kigali Amendment,January 2019,1.0,document
thousands,the Kigali Amendment,1.0,document
thousands,UNEP,1.0,document
thousands,the Montreal Protocol,1.0,document
thousands,January 2019,1.0,document
the Kigali Amendment,UNEP,1.0,document
the Kigali Amendment,the Montreal Protocol,1.0,document
the Kigali Amendment,January 2019,1.0,document
UNEP,the Montreal Protocol,1.0,document
UNEP,January 2019,1.0,document
the Montreal Protocol,January 2019,1.0,document
80%,2047,2.0,sentence
80%,The Kigali Amendment,2.0,sentence
80%,the Montreal Protocol,2.0,sentence
80%,January 2019,2.0,sentence
2047,The Kigali Amendment,2.0,sentence
2047,the Montreal Protocol,2.0,sentence
2047,January 2019,2.0,sentence
The Kigali Amendment,the Montreal Protocol,2.0,sentence
The Kigali Amendment,January 2019,2.0,sentence
the Montreal Protocol,January 2019,2.0,sentence
0.5 degrees,UNEP,2.0,sentence
0.5 degrees,the Kigali Amendment,2.0,sentence
0.5 degrees,2100,2.0,sentence
UNEP,the Kigali Amendment,2.0,sentence
UNEP,2100,2.0,sentence
the Kigali Amendment,2100,2.0,sentence
December 2023,the Central Bank of Jordan,1.0,document
December 2023,Jordanian,1.0,document
December 2023,the Renewable Energy and Energy Efficiency Law,1.0,document
December 2023,$50 million,1.0,document
the Central Bank of Jordan,Jordanian,1.0,document
the Central Bank of Jordan,the Renewable Energy and Energy Efficiency Law,1.0,document
the Central Bank of Jordan,$50 million,1.0,document
Jordanian,the Renewable Energy and Energy Efficiency Law,1.0,document
Jordanian,$50 million,1.0,document
the Renewable Energy and Energy Efficiency Law,$50 million,1.0,document
Jordanian,the Renewable Energy and Energy Efficiency Law,2.0,sentence
Jordanian,December 2023,2.0,sentence
the Renewable Energy and Energy Efficiency Law,December 2023,2.0,sentence
the Central Bank of Jordan,$50 million,2.0,sentence
a decade earlier,September,1.0,document
a decade earlier,2050,1.0,document
a decade earlier,Arctic,1.0,document
a decade earlier,February 2024,1.0,document
a decade earlier,40 years,1.0,document
a decade earlier,first,1.0,document
a decade earlier,Nature Communications,1.0,document
September,2050,1.0,document
September,Arctic,1.0,document
September,February 2024,1.0,document
September,40 years,1.0,document
September,first,1.0,document
September,Nature Communications,1.0,document
2050,Arctic,1.0,document
2050,February 2024,1.0,document
2050,40 years,1.0,document
2050,first,1.0,document
2050,Nature Communications,1.0,document
Arctic,February 2024,1.0,document
Arctic,40 years,1.0,document
Arctic,first,1.0,document
Arctic,Nature Communications,1.0,document
February 2024,40 years,1.0,document
February 2024,first,1.0,document
February 2024,Nature Communications,1.0,document
40 years,first,1.0,document
40 years,Nature Communications,1.0,document
first,Nature Communications,1.0,document
a decade earlier,September,2.0,sentence
a decade earlier,Arctic,2.0,sentence
a decade earlier,February 2024,2.0,sentence
a decade earlier,first,2.0,sentence
a decade earlier,Nature Communications,2.0,sentence
September,Arctic,2.0,sentence
September,February 2024,2.0,sentence
September,first,2.0,sentence
September,Nature Communications,2.0,sentence
Arctic,February 2024,2.0,sentence
Arctic,first,2.0,sentence
Arctic,Nature Communications,2.0,sentence
February 2024,first,2.0,sentence
February 2024,Nature Communications,2.0,sentence
first,Nature Communications,2.0,sentence
2050,40 years,2.0,sentence
1.0%,1.1%,1.0,document
1.0%,0.5%,1.0,document
1.0%,7.4%,1.0,document
1.0%,2023,2.0,document
1.0%,India,1.0,document
1.0%,the European Union,1.0,document
1.0%,2022,1.0,document
1.0%,36.8 billion tonnes,1.0,document
1.0%,15.5 billion tonnes,1.0,document
1.0%,China,1.0,document
1.0%,CO2,1.0,document
1.0%,1.5%,2.0,document
1.1%,0.5%,1.0,document
1.1%,7.4%,1.0,document
1.1%,2023,1.0,document
1.1%,India,1.0,document
1.1%,the European Union,1.0,document
1.1%,2022,1.0,document
1.1%,36.8 billion tonnes,1.0,document
1.1%,15.5 billion tonnes,1.0,document
1.1%,China,1.0,document
1.1%,CO2,1.0,document
1.1%,1.5%,1.0,document
0.5%,7.4%,1.0,document
0.5%,2023,1.0,document
0.5%,India,1.0,document
0.5%,the European Union,1.0,document
0.5%,2022,1.0,document
0.5%,36.8 billion tonnes,1.0,document
0.5%,15.5 billion tonnes,1.0,document
0.5%,China,1.0,document
0.5%,CO2,1.0,document
0.5%,1.5%,1.0,document
7.4%,2023,1.0,document
7.4%,India,1.0,document
7.4%,the European Union,1.0,document
7.4%,2022,1.0,document
7.4%,36.8 billion tonnes,1.0,document
7.4%,15.5 billion tonnes,1.0,document
7.4%,China,1.0,document
7.4%,CO2,1.0,document
7.4%,1.5%,1.0,document
2023,India,1.0,document
2023,the European Union,1.0,document
2023,2022,1.0,document
2023,36.8 billion tonnes,1.0,document
2023,15.5 billion tonnes,1.0,document
2023,China,2.0,document
2023,CO2,2.0,document
2023,1.5%,2.0,document
India,the European Union,1.0,document
India,2022,1.0,document
India,36.8 billion tonnes,1.0,document
India,15.5 billion tonnes,1.0,document
India,China,1.0,document
India,CO2,1.0,document
India,1.5%,1.0,document
the European Union,36.8 billion tonnes,1.0,document
the European Union,15.5 billion tonnes,1.0,document
the European Union,China,1.0,document
the European Union,CO2,1.0,document
the European Union,1.5%,1.0,document
2022,36.8 billion tonnes,1.0,document
2022,15.5 billion tonnes,1.0,document
2022,China,1.0,document
2022,1.5%,1.0,document
36.8 billion tonnes,15.5 billion tonnes,1.0,document
36.8 billion tonnes,China,1.0,document
36.8 billion tonnes,CO2,1.0,document
36.8 billion tonnes,1.5%,1.0,document
15.5 billion tonnes,China,1.0,document
15.5 billion tonnes,CO2,1.0,document
15.5 billion tonnes,1.5%,1.0,document
China,CO2,1.0,document
China,1.5%,1.0,document
CO2,1.5%,1.0,document
1.1%,2023,2.0,sentence
1.1%,2022,2.0,sentence
1.1%,36.8 billion tonnes,2.0,sentence
1.1%,CO2,2.0,sentence
2023,2022,2.0,sentence
2023,36.8 billion tonnes,2.0,sentence
2023,CO2,2.0,sentence
2022,36.8 billion tonnes,2.0,sentence
36.8 billion tonnes,CO2,2.0,sentence
1.0%,1.5%,2.0,sentence
1.0%,0.5%,2.0,sentence
1.0%,15.5 billion tonnes,2.0,sentence
1.5%,0.5%,2.0,sentence
1.5%,15.5 billion tonnes,2.0,sentence
0.5%,15.5 billion tonnes,2.0,sentence
India,the European Union,2.0,sentence
India,China,2.0,sentence
India,7.4%,2.0,sentence
the European Union,China,2.0,sentence
the European Union,7.4%,2.0,sentence
China,7.4%,2.0,sentence
"1,923",80,1.0,document
"1,923",20-year,1.0,document
"1,923",2023,1.0,document
"1,923",March 2024,1.0,document
"1,923",722,1.0,document
"1,923",CO2,1.0,document
"1,923",more than 2.5,1.0,document
80,2023,1.0,document
80,March 2024,1.0,document
80,722,1.0,document
80,more than 2.5,1.0,document
20-year,2023,1.0,document
20-year,March 2024,1.0,document
20-year,722,1.0,document
20-year,more than 2.5,1.0,document
2023,March 2024,1.0,document
2023,722,1.0,document
2023,more than 2.5,1.0,document
March 2024,722,1.0,document
March 2024,CO2,1.0,document
March 2024,more than 2.5,1.0,document
722,CO2,1.0,document
722,more than 2.5,1.0,document
CO2,more than 2.5,1.0,document
2023,722,2.0,sentence
2023,"1,923",2.0,sentence
2023,more than 2.5,2.0,sentence
722,"1,923",2.0,sentence
722,more than 2.5,2.0,sentence
"1,923",more than 2.5,2.0,sentence
CO2,80,2.0,sentence
CO2,20-year,2.0,sentence
Antarctic sea,The British Antarctic Survey,1.0,document
Antarctic sea,February 2024,1.0,document
Antarctic sea,2.6 million square kilometers,1.0,document
Antarctic sea,the preceding 12 months,1.0,document
Antarctic sea,1981-2010,1.0,document
Antarctic sea,9,1.0,document
Antarctic sea,Antarctic ice,1.0,document
The British Antarctic Survey,February 2024,1.0,document
The British Antarctic Survey,2.6 million square kilometers,1.0,document
The British Antarctic Survey,the preceding 12 months,1.0,document
The British Antarctic Survey,1981-2010,1.0,document
The British Antarctic Survey,9,1.0,document
The British Antarctic Survey,Antarctic ice,1.0,document
February 2024,2.6 million square kilometers,1.0,document
February 2024,the preceding 12 months,1.0,document
February 2024,1981-2010,1.0,document
February 2024,9,1.0,document
February 2024,Antarctic ice,1.0,document
2.6 million square kilometers,the preceding 12 months,1.0,document
2.6 million square kilometers,1981-2010,1.0,document
2.6 million square kilometers,9,1.0,document
2.6 million square kilometers,Antarctic ice,1.0,document
the preceding 12 months,1981-2010,1.0,document
the preceding 12 months,9,1.0,document
the preceding 12 months,Antarctic ice,1.0,document
1981-2010,9,1.0,document
1981-2010,Antarctic ice,1.0,document
9,Antarctic ice,1.0,document
Antarctic sea,The British Antarctic Survey,2.0,sentence
Antarctic sea,February 2024,2.0,sentence
Antarctic sea,the preceding 12 months,2.0,sentence
Antarctic sea,9,2.0,sentence
The British Antarctic Survey,February 2024,2.0,sentence
The British Antarctic Survey,the preceding 12 months,2.0,sentence
The British Antarctic Survey,9,2.0,sentence
February 2024,the preceding 12 months,2.0,sentence
February 2024,9,2.0,sentence
the preceding 12 months,9,2.0,sentence
1981-2010,2.6 million square kilometers,2.0,sentence
Arizona,July 2023,1.0,document
Arizona,Nature,1.0,document
Arizona,31 consecutive days,1.0,document
Arizona,43 degrees,1.0,document
Arizona,Phoenix,1.0,document
Arizona,the Northern Hemisphere,1.0,document
Arizona,The World Weather Attribution,1.0,document
Arizona,the Middle East,1.0,document
Arizona,2023 summer,1.0,document
Arizona,ETH Zurich,1.0,document
Arizona,Southern Europe,1.0,document
Arizona,approximately 2.5 degrees,1.0,document
Arizona,North Africa,1.0,document
July 2023,Nature,1.0,document
July 2023,31 consecutive days,1.0,document
July 2023,43 degrees,1.0,document
July 2023,Phoenix,1.0,document
July 2023,the Northern Hemisphere,1.0,document
July 2023,The World Weather Attribution,1.0,document
July 2023,2023 summer,1.0,document
July 2023,ETH Zurich,1.0,document
July 2023,approximately 2.5 degrees,1.0,document
Nature,31 consecutive days,1.0,document
Nature,43 degrees,1.0,document
Nature,Phoenix,1.0,document
Nature,the Northern Hemisphere,1.0,document
Nature,The World Weather Attribution,1.0,document
Nature,the Middle East,1.0,document
Nature,2023 summer,1.0,document
Nature,ETH Zurich,1.0,document
Nature,Southern Europe,1.0,document
Nature,approximately 2.5 degrees,1.0,document
Nature,North Africa,1.0,document
31 consecutive days,43 degrees,1.0,document
31 consecutive days,Phoenix,1.0,document
31 consecutive days,the Northern Hemisphere,1.0,document
31 consecutive days,The World Weather Attribution,1.0,document
31 consecutive days,the Middle East,1.0,document
31 consecutive days,2023 summer,1.0,document
31 consecutive days,ETH Zurich,1.0,document
31 consecutive days,Southern Europe,1.0,document
31 consecutive days,approximately 2.5 degrees,1.0,document
31 consecutive days,North Africa,1.0,document
43 degrees,Phoenix,1.0,document
43 degrees,the Northern Hemisphere,1.0,document
43 degrees,The World Weather Attribution,1.0,document
43 degrees,the Middle East,1.0,document
43 degrees,2023 summer,1.0,document
43 degrees,ETH Zurich,1.0,document
43 degrees,Southern Europe,1.0,document
43 degrees,approximately 2.5 degrees,1.0,document
43 degrees,North Africa,1.0,document
Phoenix,the Northern Hemisphere,1.0,document
Phoenix,The World Weather Attribution,1.0,document
Phoenix,the Middle East,1.0,document
Phoenix,2023 summer,1.0,document
Phoenix,ETH Zurich,1.0,document
Phoenix,Southern Europe,1.0,document
Phoenix,approximately 2.5 degrees,1.0,document
Phoenix,North Africa,1.0,document
the Northern Hemisphere,The World Weather Attribution,1.0,document
the Northern Hemisphere,the Middle East,2.0,document
the Northern Hemisphere,2023 summer,1.0,document
the Northern Hemisphere,ETH Zurich,1.0,document
the Northern Hemisphere,Southern Europe,1.0,document
the Northern Hemisphere,approximately 2.5 degrees,1.0,document
the Northern Hemisphere,North Africa,1.0,document
The World Weather Attribution,the Middle East,1.0,document
The World Weather Attribution,2023 summer,1.0,document
The World Weather Attribution,ETH Zurich,1.0,document
The World Weather Attribution,Southern Europe,1.0,document
The World Weather Attribution,approximately 2.5 degrees,1.0,document
The World Weather Attribution,North Africa,1.0,document
the Middle East,2023 summer,1.0,document
the Middle East,ETH Zurich,1.0,document
the Middle East,approximately 2.5 degrees,1.0,document
2023 summer,ETH Zurich,1.0,document
2023 summer,Southern Europe,1.0,document
2023 summer,approximately 2.5 degrees,1.0,document
2023 summer,North Africa,1.0,document
ETH Zurich,Southern Europe,1.0,document
ETH Zurich,approximately 2.5 degrees,1.0,document
ETH Zurich,North Africa,1.0,document
Southern Europe,approximately 2.5 degrees,1.0,document
approximately 2.5 degrees,North Africa,1.0,document
the Northern Hemisphere,ETH Zurich,2.0,sentence
the Northern Hemisphere,Nature,2.0,sentence
the Northern Hemisphere,2023 summer,2.0,sentence
ETH Zurich,Nature,2.0,sentence
ETH Zurich,2023 summer,2.0,sentence
Nature,2023 summer,2.0,sentence
July 2023,The World Weather Attribution,2.0,sentence
July 2023,the Middle East,2.0,sentence
July 2023,Southern Europe,2.0,sentence
July 2023,approximately 2.5 degrees,2.0,sentence
July 2023,North Africa,2.0,sentence
The World Weather Attribution,the Middle East,2.0,sentence
The World Weather Attribution,Southern Europe,2.0,sentence
The World Weather Attribution,approximately 2.5 degrees,2.0,sentence
The World Weather Attribution,North Africa,2.0,sentence
the Middle East,approximately 2.5 degrees,2.0,sentence
Southern Europe,approximately 2.5 degrees,2.0,sentence
approximately 2.5 degrees,North Africa,2.0,sentence
Arizona,31 consecutive days,2.0,sentence
Arizona,43 degrees,2.0,sentence
Arizona,Phoenix,2.0,sentence
31 consecutive days,43 degrees,2.0,sentence
31 consecutive days,Phoenix,2.0,sentence
43 degrees,Phoenix,2.0,sentence
Hindu Kush,over $30 billion,1.0,document
Hindu Kush,Karakoram,1.0,document
Hindu Kush,190%,1.0,document
Hindu Kush,August,1.0,document
Hindu Kush,8 million,1.0,document
Hindu Kush,one-third,1.0,document
Hindu Kush,33 million,1.0,document
Hindu Kush,"1,739",1.0,document
Hindu Kush,Pakistan,1.0,document
Hindu Kush,September 2022,1.0,document
Hindu Kush,The World Health Organization,1.0,document
over $30 billion,Karakoram,1.0,document
over $30 billion,190%,1.0,document
over $30 billion,August,1.0,document
over $30 billion,8 million,1.0,document
over $30 billion,one-third,1.0,document
over $30 billion,33 million,1.0,document
over $30 billion,"1,739",1.0,document
over $30 billion,Pakistan,1.0,document
over $30 billion,September 2022,1.0,document
over $30 billion,The World Health Organization,1.0,document
Karakoram,190%,1.0,document
Karakoram,August,1.0,document
Karakoram,8 million,1.0,document
Karakoram,one-third,1.0,document
Karakoram,33 million,1.0,document
Karakoram,"1,739",1.0,document
Karakoram,Pakistan,1.0,document
Karakoram,September 2022,1.0,document
Karakoram,The World Health Organization,1.0,document
190%,August,1.0,document
190%,8 million,1.0,document
190%,one-third,1.0,document
190%,33 million,1.0,document
190%,"1,739",1.0,document
190%,Pakistan,1.0,document
190%,September 2022,1.0,document
190%,The World Health Organization,1.0,document
August,8 million,1.0,document
August,one-third,1.0,document
